slice,section,recordId,dhikrOpening,arabicTextStatus,tashkeelStatus,sourceStatus,hadithReference,narratorStatus,gradeStatus,countStatus,occasionStatus,categoryStatus,englishMeaningStatus,transliterationStatus,severity,recommendedAction,evidenceSources
prayer,Prayer,prayer_005c,سورة الناس بعد الصلاة,Quran (An-Nas) — not independently re-verified via Tanzil this pass,Not independently re-verified this pass,"Correctly cited, with narrator",Sunan Abi Dawud 1523,Present ('Uqbah ibn 'Amir),Accurate,Same CRITICAL count finding as prayer_005b,Same as prayer_005b,Correct placement,Accurate,Accurate,**CRITICAL**,Same as prayer_005b,Same as prayer_005b
prayer,Prayer,prayer_007,لا إله إلا الله وحده... يحيي ويميت (10x بعد الفجر والمغرب),Accurate as displayed,Fully voweled,Grade cited but narrator omitted,"Jami' al-Tirmidhi (also An-Nasa'i, per DITHAR's own note)","**Missing** — narrator ('Umarah ibn Shabib al-Saba'i) not named in source_ar; also note 'Umarah ibn Shabib's status as a Companion is disputed (Ibn Hibban: ""whoever claims he had companionship [with the Prophet ﷺ] has erred"" — some chains insert an unnamed Ansari intermediary), meaning the chain has a documented weakness that qualifies the grading","**Needs qualification**: Tirmidhi's own classification is ""حسن غريب"" (hasan gharib — a rare/isolated chain), and the hadith is more precisely described as *hasan li-ghayrihi* (hasan by supporting evidence) given the chain issue above, not a plain unqualified ""Hasan""; DITHAR's ""Hasan (al-Tirmidhi)"" is directionally correct but omits the gharib/chain caveat",Explicitly established (10x is in the narration),"**Possible merge of two distinct narrations**: separate Fajr-specific and Maghrib-specific versions of this hadith exist in the literature; whether a single narration explicitly covers BOTH occasions together, or DITHAR has combined two related-but-distinct hadiths under one citation, could not be fully confirmed this pass",Correct general placement (both Fajr- and Maghrib-specific versions exist),Accurate,Accurate,MEDIUM,"Name the narrator; qualify the grade as ""hasan gharib / hasan li-ghayrihi"" rather than plain ""Hasan""; confirm whether one narration covers both Fajr+Maghrib or two are being merged",ar.islamway.net/article/96611; surahquran.com/Sharh-Hadith-11224
prayer,Prayer,prayer_008,اللهم إني أسألك علمًا نافعًا (بعد الفجر),Accurate,Fully voweled,Narrator missing; grade may be understated,Sunan Ibn Majah 925,"**Missing** — narrator is Umm Salamah (أم المؤمنين), not named in source_ar","**Possible understatement**: DITHAR says ""Hasan (al-Albani)""; the search evidence found indicates al-Albani graded this hadith **Sahih** (in Sahih Ibn Majah), not merely Hasan — needs direct confirmation from Sahih/Da'if Sunan Ibn Majah before correcting",Not numbered (single dua); `repeat: 1` correct,"A — explicit ""إذا صلى الصبح حين يسلم"" (said right after the Fajr closing salam); prayerScope: ""fajr"" is correctly restrictive",Correct placement,Accurate,Accurate,MEDIUM,"Add narrator (Umm Salamah); verify and likely upgrade grade to Sahih (al-Albani, Sahih Ibn Majah 925) rather than Hasan",surahquran.com/Dhikr-Dua-meaning-72.html; khaledalsabt.com/explanations/319
misc_quranic,Misc,rabbana-atina,ربنا آتنا في الدنيا...,Matches canonical (excerpt from 2:201),Correct,Correct (2:201),N/A — Qur'anic,N/A,N/A,Correct (no count established),Acceptable general placement,"Correct (comprehensive, quran)","Accurate, stylistically freer",Accurate,LOW,None required,"quran.com v4, Saheeh Int'l (id 20)"
misc_quranic,Misc,la-ilaha-illa-anta-subhanaka,لا إله إلا أنت سبحانك...,Matches canonical (excerpt from 21:87),Correct,Correct (21:87),"Supporting hadith: Tirmidhi 3505 (""Da'wat Dhin-Nun"")",Sa'd ibn Abi Waqqas,Hasan/Sahih (graded hasan gharib by al-Tirmidhi; authenticated by al-Albani in Sahih al-Jami'),Correct (no count established),**Correct placement** — explicitly prescribed by hadith for relief from distress,"Correct (distress, quran)","Accurate, minor tense note (""was"" vs ""have been"")",Accurate,LOW,"Consider citing the Tirmidhi hadith alongside the Ayah reference, since the ""distress"" categorization rests on that hadith, not the Ayah alone","quran.com v4, Tirmidhi 3505 (Dorar.net / Sunnah.com cross-ref), Saheeh Int'l"
misc_quranic,Misc,rabbi-hab-li-min-ladunka-dhurriyyatan,رب هب لي من لدنك ذرية طيبة...,"Matches canonical (excerpt from 3:38, drops narrative frame ""هنالك دعا زكريا ربه قال"")",Correct,Correct (3:38),N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement (Zechariah's own dua for offspring),"Correct (family, quran)",Accurate,Accurate,LOW,None required,"quran.com v4, Saheeh Int'l"
misc_quranic,Misc,rabbi-ijalni-muqim-al-salah,رب اجعلني مقيم الصلاة...,Matches canonical (14:40),Correct,Correct (14:40),N/A — Qur'anic,N/A,N/A,Correct,"Acceptable general placement (Ibrahim's dua, mentions offspring)","Correct (family, quran)","Accurate — minor bracket-gloss difference (""[also]"" vs Saheeh's ""[many]""), not material",Accurate,LOW,None required,"quran.com v4, Saheeh Int'l"
misc_quranic,Misc,rabbana-hab-lana-min-azwajina,ربنا هب لنا من أزواجنا...,Matches canonical (25:74),Correct,Correct (25:74),N/A — Qur'anic,N/A,N/A,Correct,**Correct placement** — verse explicitly about spouses/offspring,"Correct (family, quran)","Accurate — ""spouses""(gender-neutral)/""leaders""(plural) vs Saheeh's ""wives""/""a leader""(singular); translation choice, not distortion",Accurate,LOW,None required,"quran.com v4, Saheeh Int'l"
misc_quranic,Misc,rabbana-la-tuakhidhna,ربنا لا تؤاخذنا...,Matches canonical (excerpt from 2:286),Correct,Correct (2:286),N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement,Correct (quran),Accurate,Accurate,MEDIUM,"**Recommend also tagging ""evening""/night**: Bukhari 5009 / Muslim 807 — reciting the last two verses of al-Baqarah (285–286) at night is explicitly prescribed (""suffices him""); this record + the next two are excerpts of ayah 286 and currently carry no such tie","quran.com v4, Bukhari 5009, Muslim 807 (Sunnah.com/Dorar.net cross-ref)"
misc_quranic,Misc,rabbana-wala-tahmil-alayna-isran,ربنا ولا تحمل علينا إصرًا...,Matches canonical (excerpt from 2:286),Correct,Correct (2:286),N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement,Correct (quran),Accurate — near-verbatim Saheeh Int'l,Accurate,MEDIUM,Same as above (Bukhari 5009/Muslim 807 tie),Same
misc_quranic,Misc,rabbana-wala-tuhammilna,ربنا ولا تحملنا ما لا طاقة...,Matches canonical (excerpt from 2:286),Correct,Correct (2:286),N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement,Correct (quran),Accurate — verbatim Saheeh Int'l,Accurate,MEDIUM,Same as above (Bukhari 5009/Muslim 807 tie),Same
misc_quranic,Misc,rabbana-dhalamna-anfusana,ربنا ظلمنا أنفسنا...,Matches canonical (7:23),Correct,Correct (7:23),N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement,Correct (quran),Accurate — near-verbatim Saheeh Int'l,Accurate,LOW,None required,"quran.com v4, Saheeh Int'l"
misc_quranic,Misc,**rabbana-hab-lana-min-ladunka-rahmatan**,ربنا هب لنا من لدنك رحمة...,"**CRITICAL — substituted word.** Canonical 18:10 reads ""رَبَّنَآ ءَاتِنَا مِن لَّدُنكَ رَحْمَةً..."" (grant/give — root أ-ت-ي). App text reads ""هَبْ"" (root و-ه-ب, also ""grant/give"" but a different verb) at that position, plus an extra ""لَنَا"" not present at that position in the canonical ayah.",N/A (base text itself non-canonical at that word),Reference (18:10) is correct; text under it is not,N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement,Correct (quran),"Accurate to the intended/canonical meaning (""grant us mercy"") — ""grant"" reads equally naturally for either verb, so the translation itself does not additionally mislead","Internally consistent with the app's own (non-canonical) Arabic (""hab"" transliterated, not ""aatina"")",**CRITICAL**,"**Do not apply now** — recommend correcting `text_ar` to canonical ""رَبَّنَآ ءَاتِنَا مِن لَّدُنكَ رَحْمَةً وَهَيِّئْ لَنَا مِنْ أَمْرِنَا رَشَدًا"" (adding Tashkeel per the already-cached extraction) once explicitly authorized","quran.com v4 `text_uthmani` (live), Tanzil/alquran.cloud `quran-uthmani` (live), cached `quran_verses.json` (3 independent corroborating sources)"
misc_quranic,Misc,rabbi-ishrah-li-sadri,رب اشرح لي صدري...,"Matches canonical (combines 20:25 + 20:26, drops ""قَالَ"")",Correct,Correct (20:25–26),N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement (Musa's dua before a difficult task),Correct (quran),"Accurate — drops Saheeh's interpretive brackets, core meaning intact",Accurate,LOW,None required,"quran.com v4, Saheeh Int'l"
misc_quranic,Misc,rabbi-zidni-ilman,رب زدني علمًا.,Matches canonical (excerpt from 20:114),Correct,Correct (20:114),N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement,Correct (quran),Accurate — verbatim Saheeh Int'l,Accurate,LOW,None required,"quran.com v4, Saheeh Int'l"
misc_quranic,Misc,**rabbi-ighfir-li-waliwalidayya**,رب اغفر لي ولوالدي...,"**CRITICAL — substituted word.** Canonical 14:41 opens ""رَبَّنَا"" (""Our Lord"" — the plural/collective address Ibrahim uses in that whole prayer sequence, vv. 40–41). App text opens ""رَبِّ"" (""My Lord"" — singular address, matching a DIFFERENT verse's pattern e.g. 14:40, 20:25, 28:24 in this same list) — a full word substitution, not a diacritic difference.",N/A (base text itself non-canonical),Reference (14:41) is correct; text under it is not,N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement,Correct (quran),"**Internally tracks the app's own altered Arabic** — DITHAR's `englishMeaning` says ""My Lord"" (singular), matching the app's own ""رَبِّ"", NOT the canonical ""Our Lord""/""رَبَّنَا"". So the meaning is self-consistent with the flawed Arabic but does not match the actual Ayah's wording.","Internally consistent with the app's own (non-canonical) Arabic (""Rabbighfir"", not ""Rabbanaghfir"")",**CRITICAL**,"**Do not apply now** — recommend correcting `text_ar` to canonical ""رَبَّنَا اغْفِرْ لِي وَلِوَالِدَيَّ وَلِلْمُؤْمِنِينَ يَوْمَ يَقُومُ الْحِسَابُ"" AND correcting `englishMeaning`'s ""My Lord"" → ""Our Lord"" once explicitly authorized (the meaning is currently wrong twice over relative to the true ayah, even though internally consistent with the current — also wrong — Arabic)","quran.com v4 `text_uthmani` (live), Tanzil/alquran.cloud `quran-uthmani` (live), cached `quran_verses.json` (3 independent corroborating sources), Saheeh Int'l"
misc_quranic,Misc,rabbi-inni-lima-anzalta,رب إني لما أنزلت إلي...,Matches canonical (28:24),Correct,Correct (28:24),N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement (Musa's dua at the well in Madyan),Correct (quran),Accurate — near-verbatim Saheeh Int'l,Accurate,LOW,None required,"quran.com v4, Saheeh Int'l"
misc_quranic,Misc,rabbana-afrigh-alayna-sabran-tawaffana,ربنا أفرغ علينا صبرًا وتوفنا...,Matches canonical (excerpt from 7:126),Correct,Correct (7:126),N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement (the sorcerers' dua before Pharaoh — steadfastness under threat),Correct (quran),Accurate — word-for-word identical to Saheeh Int'l,Accurate,LOW,None required,"quran.com v4, Saheeh Int'l"
misc_quranic,Misc,rabbana-afrigh-alayna-sabran-thabbit,ربنا أفرغ علينا صبرًا وثبت أقدامنا...,Matches canonical (excerpt from 2:250),Correct,Correct (2:250),N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement (Talut's army facing Goliath — steadfastness in battle),Correct (quran),Accurate — word-for-word identical to Saheeh Int'l,Accurate,LOW,None required,"quran.com v4, Saheeh Int'l"
misc_quranic,Misc,rabbana-la-tuzigh-qulubana,ربنا لا تزغ قلوبنا...,Matches canonical (3:8),Correct,Correct (3:8),N/A — Qur'anic,N/A,N/A,Correct,**Correct placement** — directly a dua against heart-deviation,"Correct (quran, guidance)",Accurate — word-order-only variance from Saheeh Int'l,Accurate,LOW,None required,"quran.com v4, Saheeh Int'l"
misc_quranic,Misc,rabbana-taqabbal-minna,ربنا تقبل منا...,Matches canonical (excerpt from 2:127),Correct,Correct (2:127),N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement (Ibrahim & Isma'il building the Ka'bah),Correct (quran),Accurate — word-for-word identical to Saheeh Int'l,Accurate,LOW,None required,"quran.com v4, Saheeh Int'l"
misc_quranic,Misc,rabbana-ighfir-lana-waliikhwanina,ربنا اغفر لنا ولإخواننا...,Matches canonical (excerpt from 59:10 — the ayah continues further; this is a valid partial excerpt),Correct,Correct (59:10),N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement,Correct (quran),Accurate for the recited portion,Accurate,LOW,None required,"quran.com v4, Saheeh Int'l"
misc_quranic,Misc,rabbana-alayka-tawakkalna,ربنا عليك توكلنا...,Matches canonical (excerpt from 60:4),Correct,Correct (60:4),N/A — Qur'anic,N/A,N/A,Correct,Acceptable general placement (Ibrahim's dua of reliance upon Allah),Correct (quran),"Accurate — adds ""final"" before ""destination"" (not in Saheeh's base text, but within معنى المصير's semantic range; seen in other published translations e.g. Yusuf Ali ""final Goal"")",Accurate,LOW,"None required (stylistic addition, not a distortion)","quran.com v4, Saheeh Int'l"
misc_quranic,Misc,rabbana-atmim-lana-nurana,ربنا أتمم لنا نورنا...,Matches canonical (excerpt from 66:8),Correct,Correct (66:8),N/A — Qur'anic,N/A,N/A,Correct,"Acceptable general placement — could also fit ""istighfar"" thematically (ayah 8's context is ""tawbatan nasuha"") but current tagging is not wrong","Correct (quran) — recommend also considering ""istighfar"" tag",Accurate — word-for-word identical to Saheeh Int'l,Accurate,LOW,"Optional: consider also tagging ""istighfar""","quran.com v4, Saheeh Int'l"
misc_hadith_1,Misc,allahumma-inni-asaluka-alhuda,اللهم إني أسألك الهدى...,Exact match to Muslim 2721 wording,No Tashkeel present (readability only),Correct (Muslim 2721),"Sahih Muslim 2721, Kitab al-Dhikr wal-Du'a","Missing — narrator is Ibn Mas'ud per multiple sources, DITHAR has none",Sahih (undisputed),"Correct: no fixed daily count established, ""بدون عدد محدد"" accurate",Comprehensive/general — acceptable,"Correct (comprehensive, guidance)",Accurate,Accurate,Medium,Add narrator (Ibn Mas'ud),Dorar.net search hits; binbaz.org.sa
misc_hadith_1,Misc,allahumma-ighfir-li-warhamni,اللهم اغفر لي وارحمني واهدني وعافني وارزقني,"**Needs verification** — sources show 2 distinct Muslim narrations: one 4-word form without ""واهدني"" (convert-teaching hadith, Tariq ibn Ashyam, Muslim 2697) and one 4-word finger-counting form with different word set/order (""اغفر لي وارحمني وعافني وارزقني""). DITHAR's 5-word combined form (""اغفر…وارحمني…واهدني…وعافني…وارزقني"") was not located as a single attested narration in this pass — risk of a merged/harmonized wording (§3)",No Tashkeel present,"Vague — plain ""صحيح مسلم"", no number",Likely Sahih Muslim 2697 (Tariq ibn Ashyam) or 2696 (finger-hadith) — needs pinning down,Missing — narrator not in DITHAR at all,Sahih (source family),No fixed count established — correct,General — acceptable,Correct (comprehensive),Accurate assuming wording confirmed,Accurate assuming wording confirmed,**High**,Verify exact single-narration wording against sunnah.com Arabic text of Muslim 2696/2697 before any change; add hadith number + narrator,sunnah.com search; surahquran.com; hadithprophet.com
misc_hadith_1,Misc,allahumma-ihdini-wasaddidni,اللهم اهدني وسددني,Consistent with the well-known short Muslim 2725 dua-al-du'a formula (not independently re-verified this pass beyond prior knowledge cross-check),No Tashkeel present,"Vague — plain ""صحيح مسلم"", no number",Likely Sahih Muslim (du'a chapter),Missing,Presumed Sahih,No fixed count — correct,General,Correct,Accurate,Accurate,Low,Add hadith number/narrator for completeness,Not independently searched this pass — flagged for spot-check
misc_hadith_1,Misc,allahumma-aslih-li-dini,اللهم أصلح لي ديني...,Consistent with well-known Muslim dua (not independently re-verified this pass),No Tashkeel present,"Vague — plain ""صحيح مسلم"", no number",Likely Sahih Muslim 2720,"Missing (Abu Hurairah, per common attribution)",Presumed Sahih,No fixed count — correct,General,Correct,Accurate,Accurate,Low,Add hadith number/narrator,Not independently searched this pass — flagged for spot-check
misc_hadith_1,Misc,allahumma-inni-asaluka-min-al-khayr-kullih,اللهم إني أسألك من الخير كله...,Confirmed matching wording across Dorar.net entries,No Tashkeel present,"Correct, specific","Ibn Majah 3846 / Ahmad 25180, narrated 'A'ishah",Present and correct ('A'ishah),"Correctly stated ""صححه الألباني"" — confirmed Albani graded sahih in Sahih Ibn Majah",No fixed count — correct,General,Correct,Accurate,Accurate,**Clean**,—,"dorar.net/hadith/sharh/83840, 78392, 84047"
misc_hadith_1,Misc,allahumma-inni-asaluka-al-afiyah-fi-al-dunya-wal-akhirah,اللهم إني أسألك العافية في الدنيا والآخرة...,Confirmed matching Abu Dawud 5074 wording,No Tashkeel present,"Correct, specific, multi-collection","Abu Dawud 5074 / Ibn Majah 3871 / Ahmad 4785, Ibn 'Umar",Present and correct (Ibn 'Umar),"""إسناده صحيح"" reasonable per Albani's authentication",No fixed count — correct,"General (morning/evening context per hadith, ""لم يكن يدع هؤلاء الدعوات حين يمسي وحين يصبح"") — DITHAR doesn't over-claim",Correct,Accurate,Accurate,"**Clean** — and note: DITHAR's own `note_ar` *correctly* flags that the popular internet-merged form differs from this full attested wording — excellent, spec-compliant handling (§3)",—,hadithprophet.com/Hadith-translation-4412; hadeethenc.com/en/browse/hadith/5485
misc_hadith_1,Misc,allahumma-iqsim-lana-min-khashyatik,اللهم اقسم لنا من خشيتك...,Confirmed matching wording,No Tashkeel present,Correct,"Tirmidhi 3502, Ibn 'Umar",**Missing** — narrator (Ibn 'Umar) not in DITHAR,"DITHAR says ""حسن عند الترمذي"" — confirmed: Tirmidhi graded ""hasan gharib"" himself; Albani separately graded ""hasan"" in *at-Tawassul*. DITHAR's framing is accurate but could note Albani's independent grading too",No fixed count — correct,General,Correct,Accurate,Accurate,Medium,Add narrator (Ibn 'Umar); optionally note Albani's independent hasan grading,"dorar.net/hadith/sharh/80499, 82831, /h/WvSZKQVf"
misc_hadith_1,Misc,allahumma-bi-ilmika-al-ghayb,اللهم بعلمك الغيب...,"Confirmed matching wording (minor attested variant: ""ما كانت الحياة"" vs ""ما علمت الحياة"" — both appear across sources; DITHAR's is one of the attested forms, not an error)",No Tashkeel present,Correct,"Nasa'i 1305 / Ahmad 18351, 'Ammar ibn Yasir",Present and correct,"""صححه الألباني"" — confirmed",No fixed count — correct,"General (said within/after prayer per the hadith's context — DITHAR's placement is acceptable general placement, not over-specific)",Correct,Accurate,Accurate,**Clean**,—,dorar.net/hadith/sharh/78315
misc_hadith_1,Misc,allahumma-inni-asaluka-al-thabat-fi-al-amr,اللهم إني أسألك الثبات في الأمر...,Confirmed matching wording,No Tashkeel present,"Correct, multi-collection","Tabarani (al-Mu'jam al-Kabir) / Ahmad / Ibn Hibban, Shaddad ibn Aws",Present and correct,"DITHAR states ""صححه الألباني في السلسلة الصحيحة (3228)"" — confirmed. Additional nuance found: Shu'ayb al-Arna'ut graded it **hasan** (not sahih) — a real scholarly grading difference DITHAR doesn't mention (§12)",No fixed count — correct,General,Correct,Accurate,Accurate,Medium,"Note Arna'ut's ""hasan"" grading alongside Albani's ""sahih"" per §12's no-flattening rule",alukah.net sharh; search synthesis citing Arna'ut
misc_hadith_1,Misc,rabbi-aini-wala-tuin-alayya,رب أعني ولا تعن علي...,Confirmed matching wording,No Tashkeel present,Correct,Tirmidhi 3551,**Missing** — narrator is Ibn 'Abbas per Tirmidhi's own chain; DITHAR has none,"DITHAR ""حسن صحيح عند الترمذي"" — search results describe Tirmidhi's own grading simply as ""Hasan"" in most citation sites; ""hasan sahih"" appears in only one paraphrase. Worth double-checking Tirmidhi's exact wording of his own verdict before relying on ""hasan sahih"" specifically",No fixed count — correct,General,"Correct (comprehensive, istighfar, guidance)",Accurate,Accurate,Medium,Add narrator (Ibn 'Abbas); verify exact Tirmidhi grading wording (hasan vs hasan-sahih),dorar.net search; kalemtayeb.com
misc_hadith_1,Misc,sayyid-al-istighfar,اللهم أنت ربي لا إله إلا أنت...,**Exact** word-for-word match to Bukhari 6306,No Tashkeel present,"Correct, specific","Bukhari 6306, Shaddad ibn Aws",Present and correct,"Sahih — undisputed, Bukhari","DITHAR's count note (""حسب سياق الحديث، وليس عددًا يوميًا عامًا"") is exactly right — the hadith's virtue is tied to saying it with certainty (يقينًا) once during the day/night, not a repeat count; correctly NOT converted into a fixed daily repeat (§6 compliance, exemplary)",General (istighfar),Correct,Accurate,Accurate,**Clean** — exemplary record,—,dorar.net/hadith/sharh/9080
misc_hadith_1,Misc,rabbi-ighfir-li-watub-alayya,رب اغفر لي وتب علي إنك أنت التواب الرحيم,Confirmed matching wording,No Tashkeel present,"Correct, multi-collection","Abu Dawud 1516 / Tirmidhi 3434 / Ibn Majah 3814, Ibn 'Umar",Present and correct,Sahih,"DITHAR's count note (""ورد في سياق الإكثار في المجلس، وليس عددًا يوميًا مطلقًا"") is **exactly correct** — hadith says ""مائة مرة"" (100 times) in ONE gathering context (Ibn 'Umar's report), and DITHAR deliberately does NOT convert that into ""always say 100 times"" — model handling of §6's core warning",General (istighfar),Correct,Accurate,Accurate,**Clean** — exemplary record,—,surahquran.com/Hadith-70923; hadithprophet.com/hadith-1295
misc_hadith_1,Misc,allahumma-ighfir-li-khatiati-wajahli,اللهم اغفر لي خطيئتي وجهلي...,"**Uncertain / conflicting** — one commonly-quoted rendering (attributed to Bukhari 6398) opens ""رب اغفر لي..."" and includes ""وإسرافي في أمري **كله**""; DITHAR opens ""اللهم اغفر لي..."" and omits ""كله"". A Dorar.net ""صحيح مسلم"" entry snippet opens ""اللَّهمَّ اغفِرْ لي..."" (matching DITHAR's opening) but the middle clause word order in another paraphrase differs (""خطاياي وعمدي، وجهلي وهزلي"" vs DITHAR's ""جدي وهزلي، وخطئي وعمدي""). This looks like genuine Bukhari-vs-Muslim wording variance for the same hadith (Abu Musa al-Ash'ari) compounded by search-snippet imprecision — could NOT be fully resolved to one authoritative wording within this pass",No Tashkeel present,"DITHAR cites both ""صحيح البخاري (6398) وصحيح مسلم"" together as if one wording — if the two collections' wordings genuinely differ (as evidence suggests), citing both under one Arabic string risks conflating two narrations (§13)","Bukhari 6398 AND Muslim (chapter: التعوذ من شر ما عمل, ~2719)",Present and correct (Abu Musa al-Ash'ari),"Sahih (both collections) — grading not in question, wording is",N/A,General,"Correct (istighfar, comprehensive)",Accurate regardless of which exact wording is confirmed,Accurate regardless,**High**,"Fetch raw Arabic text of Bukhari 6398 AND Muslim's parallel hadith directly (e.g. via sunnah.com's Arabic pane) before touching anything; if they differ, decide per §17 which single wording DITHAR's ONE Arabic field should carry, and whether the ""Bukhari and Muslim"" combined citation should split","x.com/saheh_hadith (unverified secondary); dorar.net/hadith/sharh/24606, 24604; sounah.com/hadith/5515"
misc_hadith_1,Misc,audhu-bikalimatillah-al-tammat,أعوذ بكلمات الله التامات من شر ما خلق,"Confirmed matching wording (Sahih Muslim; note: the *classic* ""من نزل منزلًا"" isti'adhah-when-camping hadith is narrated by Khawla bint Hakim, Muslim 2708 — not the morning/evening ""3 times"" variant from Abu Hurairah, which is a DIFFERENT, separately-graded hadith with the same wording)",No Tashkeel present,"Vague — plain ""صحيح مسلم"", no number","Likely Muslim 2708, Khawla bint Hakim","**Missing** — and this matters more than usual here because two DIFFERENT hadiths (Khawla's ""when camping"" report and Abu Hurairah's morning/evening report) share this exact wording — DITHAR's occasion_ar is empty, so it's not clear which of the two the record represents",Sahih,"No count set — appropriate given DITHAR gives no occasion; if the ""3 times, morning/evening"" hadith is intended instead, a count and occasion should be added (§6/§7)","**Needs contextual qualification** — categories are `protection, travel`; the *only* hadith with an explicit prescribed occasion for this wording is the ""camping/making camp"" one (matches `travel`), not a general daily ""protection"" habit — `protection` as a category is a defensible general association (C: ""general dhikr that may be said in many situations"") but not ""specifically prescribed"" for that occasion the way `travel` is",Correct,Accurate,Accurate,Medium,"Add narrator (Khawla bint Hakim) and hadith number (Muslim 2708); consider whether `protection` category needs a ""general dhikr"" qualifier vs `travel`'s ""specifically prescribed"" status","dorar.net/hadith/sharh/20532, 111174"
misc_hadith_1,Misc,allahumma-inni-audhu-bika-min-al-ajz,اللهم إني أعوذ بك من العجز والكسل...,Confirmed **exact** match,No Tashkeel present,"Correct, specific","Sahih Muslim 2706, Anas ibn Malik",Present and correct,Sahih,No fixed count — correct,General (protection),Correct,Accurate,Accurate,**Clean**,—,dorar.net/hadith/sharh/12527
misc_hadith_1,Misc,allahumma-inni-audhu-bika-min-jahd-al-bala,اللهم إني أعوذ بك من جهد البلاء...,Confirmed **exact** match,No Tashkeel present,"DITHAR: ""صحيح البخاري وصحيح مسلم"" (no numbers) — confirmed BOTH collections carry this exact wording (unlike the khatiati-wajahli case above), so combining them under one citation is fine here",Bukhari 6347 / Muslim 2707,**Missing**,Sahih (both),No fixed count — correct,General,Correct,Accurate,Accurate,Low,Add specific numbers (6347/2707) for completeness,binbaz.org.sa; alukah.net
misc_hadith_1,Misc,allahumma-inni-audhu-bika-min-al-faqr,اللهم إني أعوذ بك من الفقر والقلة والذلة...,Confirmed **exact** match,No Tashkeel present,"Correct, multi-collection","Abu Dawud 1544 / Nasa'i 5460 / 5462, Abu Hurairah",Present and correct,"DITHAR ""صححه الألباني وابن حبان والحاكم"" — confirmed Albani; also confirmed Shu'ayb al-Arna'ut graded the isnad sahih independently — consistent, no flattening issue",No fixed count — correct,General (protection),Correct,Accurate,Accurate,**Clean**,—,dorar.net/hadith/sharh/79433
misc_hadith_1,Misc,allahumma-inni-audhu-bika-min-sharri-samee,اللهم إني أعوذ بك من شر سمعي...,Confirmed **exact** match,No Tashkeel present,"Correct, multi-collection","Abu Dawud 1551 / Tirmidhi 3492 / Nasa'i 5444, Shakal ibn Humayd",Present and correct,"""صححه الألباني"" — confirmed",No fixed count — correct,General,Correct,Accurate,Accurate,**Clean**,—,kalemtayeb.com/safahat/item/3113
misc_hadith_1,Misc,allahumma-inni-audhu-bika-min-sharri-ma-amiltu,اللهم إني أعوذ بك من شر ما عملت...,"High-confidence match to Sahih Muslim 2716 (part of Ibn 'Umar's travel-dismount du'a) — **not independently re-searched this pass**, flagged for spot-check rather than asserted with full confidence",No Tashkeel present,"Vague — plain ""صحيح مسلم (2716)"" (number present, good)",Sahih Muslim 2716,"Missing (Ibn 'Umar, per common attribution)",Presumed Sahih,No fixed count — correct,General,Correct,Accurate,Accurate,Low,Spot-check wording directly; add narrator,Not independently searched — flagged
misc_hadith_1,Misc,allahumma-inni-audhu-bika-min-zawal-nimatik,اللهم إني أعوذ بك من زوال نعمتك...,Confirmed **exact** match,No Tashkeel present,"Correct, specific","Sahih Muslim 2739, Ibn 'Umar",**Missing**,Sahih,No fixed count — correct,General,Correct,Accurate,Accurate,Medium,Add narrator (Ibn 'Umar),khutabaa.com; iumsonline.org
misc_hadith_1,Misc,allahumma-inni-audhu-bika-min-al-bukhl-wal-jubn,اللهم إني أعوذ بك من البخل...,Confirmed **exact** match,No Tashkeel present,"Vague — plain ""صحيح البخاري"", no number","Bukhari 6390, Sa'd ibn Abi Waqqas",**Missing**,Sahih,No fixed count — correct,General,Correct,Accurate,Accurate,Medium,Add number (6390) and narrator (Sa'd ibn Abi Waqqas),dorar.net/hadith/sharh/63570
misc_hadith_1,Misc,dua-al-karb,لا إله إلا الله العظيم الحليم...,Confirmed **exact** match,No Tashkeel present,"Correct, specific","Bukhari 5996 (DITHAR says ""صحيح البخاري وصحيح مسلم"" without numbers) / Muslim, Ibn 'Abbas",Present and correct,"Sahih (agreed-upon, ""متفق عليه"")","No fixed count — correct (occasion-triggered, not repeated)","Correctly scoped: ""عند الكرب"" is explicitly the hadith's own stated occasion (category A: explicitly prescribed)",Correct (distress),Accurate,Accurate,**Clean**,Optionally add specific numbers,dorar.net/hadith/sharh/6115
